id,value,depth,uniprot, organism, group, hasPDB, hasExperimental
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.b3f8be40-027e-11e7-b572-408d5c94fbae.b3f8be41-027e-11e7-b572-408d5c94fbae.b3f8be46-027e-11e7-b572-408d5c94fbae.b3f8be47-027e-11e7-b572-408d5c94fbae.b3f8be48-027e-11e7-b572-408d5c94fbae.997,Re-trHbP,31,Q2KDK7_RHIEC,Rhizobium etli CFN 42,P,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.b3f8be40-027e-11e7-b572-408d5c94fbae.b3f8be41-027e-11e7-b572-408d5c94fbae.b3f8be46-027e-11e7-b572-408d5c94fbae.b3f8be47-027e-11e7-b572-408d5c94fbae.661,Re-trHbP,30,B3PYD4_RHIE6,Rhizobium etli CIAT 652,P,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.b3f8be40-027e-11e7-b572-408d5c94fbae.b3f8be41-027e-11e7-b572-408d5c94fbae.b3f8be46-027e-11e7-b572-408d5c94fbae.b3f8be4a-027e-11e7-b572-408d5c94fbae,,29,,,,,
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.b3f8be40-027e-11e7-b572-408d5c94fbae.b3f8be41-027e-11e7-b572-408d5c94fbae.b3f8be46-027e-11e7-b572-408d5c94fbae.b3f8be4a-027e-11e7-b572-408d5c94fbae.b3f8be4b-027e-11e7-b572-408d5c94fbae,,30,,,,,
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.b3f8be40-027e-11e7-b572-408d5c94fbae.b3f8be41-027e-11e7-b572-408d5c94fbae.b3f8be46-027e-11e7-b572-408d5c94fbae.b3f8be4a-027e-11e7-b572-408d5c94fbae.b3f8be4b-027e-11e7-b572-408d5c94fbae.696,Sf-trHbP,31,C3KMT5_RHISN,Sinorhizobium fredii NGR234,P,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.b3f8be40-027e-11e7-b572-408d5c94fbae.b3f8be41-027e-11e7-b572-408d5c94fbae.b3f8be46-027e-11e7-b572-408d5c94fbae.b3f8be4a-027e-11e7-b572-408d5c94fbae.b3f8be4b-027e-11e7-b572-408d5c94fbae.636,Sm-trHbP,31,H0FT84_RHIML,Sinorhizobium meliloti CCNWSX0020,P,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.b3f8be40-027e-11e7-b572-408d5c94fbae.b3f8be41-027e-11e7-b572-408d5c94fbae.b3f8be46-027e-11e7-b572-408d5c94fbae.b3f8be4a-027e-11e7-b572-408d5c94fbae.253,Sm-trHbP,30,A6ULS3_SINMW,Sinorhizobium medicae WSM419,P,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.b3f8be40-027e-11e7-b572-408d5c94fbae.b3f8be4c-027e-11e7-b572-408d5c94fbae,,27,,,,,
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.b3f8be40-027e-11e7-b572-408d5c94fbae.b3f8be4c-027e-11e7-b572-408d5c94fbae.b3f8be4d-027e-11e7-b572-408d5c94fbae,,28,,,,,
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.b3f8be40-027e-11e7-b572-408d5c94fbae.b3f8be4c-027e-11e7-b572-408d5c94fbae.b3f8be4d-027e-11e7-b572-408d5c94fbae.b3f8be4e-027e-11e7-b572-408d5c94fbae,,29,,,,,
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.b3f8be40-027e-11e7-b572-408d5c94fbae.b3f8be4c-027e-11e7-b572-408d5c94fbae.b3f8be4d-027e-11e7-b572-408d5c94fbae.b3f8be4e-027e-11e7-b572-408d5c94fbae.731,Ns-trHbP,30,F6IGG4_9SPHN,Novosphingobium sp. PP1Y,P,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.b3f8be40-027e-11e7-b572-408d5c94fbae.b3f8be4c-027e-11e7-b572-408d5c94fbae.b3f8be4d-027e-11e7-b572-408d5c94fbae.b3f8be4e-027e-11e7-b572-408d5c94fbae.45,Xa-trHbP,30,A7IJS8_XANP2,Xanthobacter autotrophicus Py2,P,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.b3f8be40-027e-11e7-b572-408d5c94fbae.b3f8be4c-027e-11e7-b572-408d5c94fbae.b3f8be4d-027e-11e7-b572-408d5c94fbae.773,Sa-trHbP,29,Q1GVR6_SPHAL,Sphingopyxis alaskensis RB2256,P,0,False
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.b3f8be40-027e-11e7-b572-408d5c94fbae.b3f8be4c-027e-11e7-b572-408d5c94fbae.120,Mm-trHbP,28,Q0ARP0_MARMM,Maricaulis maris MCS10,P,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be3f-027e-11e7-b572-408d5c94fbae.11,Os-trHbP,26,A3UC56_9RHOB,Oceanicaulis sp. HTCC2633,P,0,True
b3f8bc5a-027e-11e7-b572-408d5c94fbae.b3f8bc5b-027e-11e7-b572-408d5c94fbae.b3f8bc5c-027e-11e7-b572-408d5c94fbae.b3f8bc5d-027e-11e7-b572-408d5c94fbae.b3f8bc5e-027e-11e7-b572-408d5c94fbae.b3f8bc5f-027e-11e7-b572-408d5c94fbae.b3f8bc60-027e-11e7-b572-408d5c94fbae.b3f8bc61-027e-11e7-b572-408d5c94fbae.b3f8bc62-027e-11e7-b572-408d5c94fbae.b3f8bc63-027e-11e7-b572-408d5c94fbae.b3f8bc64-027e-11e7-b572-408d5c94fbae.b3f8bc65-027e-11e7-b572-408d5c94fbae.b3f8bc66-027e-11e7-b572-408d5c94fbae.b3f8bc67-027e-11e7-b572-408d5c94fbae.b3f8bd6b-027e-11e7-b572-408d5c94fbae.b3f8bd6c-027e-11e7-b572-408d5c94fbae.b3f8bd6d-027e-11e7-b572-408d5c94fbae.b3f8bd6e-027e-11e7-b572-408d5c94fbae.b3f8bdeb-027e-11e7-b572-408d5c94fbae.b3f8bdec-027e-11e7-b572-408d5c94fbae.b3f8be37-027e-11e7-b572-408d5c94fbae.b3f8be38-027e-11e7-b572-408d5c94fbae.b3f8be39-027e-11e7-b572-408d5c94fbae.b3f8be3d-027e-11e7-b572-408d5c94fbae.b3f8be3e-027e-11e7-b572-408d5c94fbae.b3f8be4f-027e-11e7-b572-408d5c94fbae,,25,,,,,
